Order_ID,Order_Date,Customer_ID,Customer_Segment,Region,City,Category,Product,Quantity,Unit_Price,Discount,Sales,Total_Cost,Profit,Sales_Channel,Payment_Method,Customer_Rating
ORD-00376,2025-04-20,C1348,Corporate,West,Victoria,Electronics,Printer,1,195.5,0,195.5,112.0,83.5,Online,Debit Card,5
ORD-00377,2026-02-28,C1396,Small Business,East,Halifax,Electronics,Webcam,1,120.92,0.2,96.74,55.0,41.74,Online,Debit Card,5
ORD-00378,2025-05-02,C1410,Corporate,East,Montreal,Electronics,Webcam,4,123.42,0.05,469.0,220.0,249.0,Online,Debit Card,3
ORD-00379,2026-02-03,C1189,Consumer,East,Montreal,Electronics,Monitor,4,244.07,0,976.28,580.0,396.28,Retail Store,Credit Card,4
ORD-00380,2026-01-29,C1253,Corporate,Central,Winnipeg,Accessories,USB-C Hub,1,77.39,0.1,69.65,31.0,38.65,Online,Credit Card,
ORD-00381,2025-07-26,C1345,Small Business,East,Halifax,Accessories,Headset,1,91.03,0.1,81.93,38.0,43.93,Retail Store,PayPal,3
ORD-00382,2025-09-02,C1102,Consumer,East,Montreal,Accessories,Keyboard,1,69.33,0.1,62.4,28.0,34.4,Online,Credit Card,3
ORD-00383,2025-04-03,C1099,Consumer,East,Quebec City,Accessories,USB-C Hub,6,80.84,0,485.04,186.0,299.04,Partner,Bank Transfer,
ORD-00384,2025-01-05,C1262,Small Business,Central,Toronto,Furniture,Standing Desk,2,528.93,0,1057.86,660.0,397.86,Retail Store,PayPal,5
ORD-00385,2026-03-30,C1300,Small Business,Central,Winnipeg,Electronics,Webcam,4,119.52,0.05,454.18,220.0,234.18,Partner,Bank Transfer,3
ORD-00386,2025-04-30,C1180,Corporate,Central,Toronto,Furniture,Standing Desk,3,539.86,0,1619.58,990.0,629.58,Retail Store,PayPal,3
ORD-00387,2025-09-12,C1181,Corporate,Central,Toronto,Furniture,Standing Desk,3,548.7,0.15,1399.19,990.0,409.19,Online,PayPal,4
ORD-00388,2025-07-07,C1103,Consumer,East,Halifax,Accessories,Mouse,2,38.82,0.15,65.99,28.0,37.99,Retail Store,PayPal,4
ORD-00389,2025-06-09,C1021,Small Business,West,Vancouver,Electronics,Monitor,3,251.03,0.1,677.78,435.0,242.78,Retail Store,PayPal,
ORD-00390,2025-11-19,C1065,Corporate,Central,Winnipeg,Accessories,Headset,4,87.49,0,349.96,152.0,197.96,Partner,Bank Transfer,3
ORD-00391,2026-05-05,C1265,Corporate,East,Montreal,Accessories,USB-C Hub,1,76.95,0.05,73.1,31.0,42.1,Retail Store,PayPal,
ORD-00392,2025-01-09,C1134,Consumer,West,Calgary,Accessories,Mouse,2,38.74,0.15,65.86,28.0,37.86,Online,PayPal,4
ORD-00393,2026-04-28,C1205,Consumer,East,Quebec City,Furniture,Office Chair,1,325.54,0.1,292.99,185.0,107.99,Online,Bank Transfer,5
ORD-00394,2025-07-04,C1438,Corporate,East,Montreal,Electronics,Printer,3,201.1,0.1,542.97,336.0,206.97,Retail Store,Debit Card,5
ORD-00395,2025-05-30,C1264,Consumer,East,Montreal,Electronics,Webcam,4,124.18,0.2,397.38,220.0,177.38,Online,Bank Transfer,5
ORD-00396,2025-11-04,C1049,Consumer,Central,Winnipeg,Electronics,Printer,3,195.08,0,585.24,336.0,249.24,Online,PayPal,
ORD-00397,2025-09-24,C1347,Corporate,Central,Ottawa,Accessories,USB-C Hub,2,78.8,0.05,149.72,62.0,87.72,Online,Debit Card,4
ORD-00398,2025-10-19,C1323,Small Business,Central,Ottawa,Accessories,USB-C Hub,2,78.28,0,156.56,62.0,94.56,Partner,Debit Card,4
ORD-00399,2025-12-12,C1334,Corporate,Central,Winnipeg,Electronics,Printer,3,194.55,0,583.65,336.0,247.65,Online,PayPal,5
ORD-00400,2026-02-09,C1064,Consumer,Central,Ottawa,Furniture,Office Chair,3,341.68,0,1025.04,555.0,470.04,Online,PayPal,4
ORD-00401,2025-03-23,C1203,Consumer,West,Vancouver,Furniture,Standing Desk,1,523.94,0.05,497.74,330.0,167.74,Partner,Credit Card,4
ORD-00402,2025-09-26,C1320,Corporate,East,Montreal,Electronics,Monitor,3,244.59,0,733.77,435.0,298.77,Online,Debit Card,4
ORD-00403,2026-06-24,C1276,Corporate,West,Vancouver,Electronics,Laptop,3,942.74,0.05,2686.81,1860.0,826.81,Online,Bank Transfer,5
ORD-00404,2025-05-19,C1327,Consumer,East,Halifax,Accessories,Keyboard,2,69.53,0.15,118.2,56.0,62.2,Retail Store,PayPal,5
ORD-00405,2026-05-09,C1417,Consumer,East,Montreal,Electronics,Monitor,2,237.49,0,474.98,290.0,184.98,Online,PayPal,4
ORD-00406,2025-10-21,C1408,Consumer,Central,Winnipeg,Electronics,Laptop,3,923.92,0,2771.76,1860.0,911.76,Retail Store,Debit Card,5
ORD-00407,2025-01-08,C1199,Small Business,East,Quebec City,Accessories,Mouse,2,40.94,0,81.88,28.0,53.88,Online,Debit Card,5
ORD-00408,2025-09-27,C1332,Small Business,West,Victoria,Accessories,Mouse,2,39.08,0.1,70.34,28.0,42.34,Retail Store,Bank Transfer,5
ORD-00409,2025-07-12,C1096,Small Business,West,Vancouver,Accessories,Keyboard,1,70.85,0,70.85,28.0,42.85,Retail Store,Credit Card,5
ORD-00410,2025-06-05,C1119,Consumer,West,Calgary,Electronics,Laptop,1,920.43,0.1,828.39,620.0,208.39,Online,Debit Card,4
ORD-00411,2025-01-16,C1016,Small Business,Central,Toronto,Furniture,Office Chair,2,336.49,0,672.98,370.0,302.98,Online,Credit Card,5
ORD-00412,2025-05-30,C1424,Consumer,West,Victoria,Furniture,Standing Desk,1,567.44,0.15,482.32,330.0,152.32,Online,Credit Card,3
ORD-00413,2025-09-12,C1106,Consumer,Central,Ottawa,Accessories,Mouse,3,40.07,0.1,108.19,42.0,66.19,Online,Bank Transfer,
ORD-00414,2025-11-16,C1026,Consumer,Central,Toronto,Electronics,Laptop,4,881.88,0.05,3351.14,2480.0,871.14,Online,Credit Card,4
ORD-00415,2025-08-30,C1021,Small Business,East,Quebec City,Furniture,Office Chair,1,321.51,0,321.51,185.0,136.51,Retail Store,Debit Card,
ORD-00416,2026-01-16,C1030,Small Business,West,Vancouver,Accessories,Keyboard,2,71.81,0.2,114.9,56.0,58.9,Online,PayPal,3
ORD-00417,2025-06-07,C1412,Consumer,East,Halifax,Electronics,Monitor,1,256.41,0.1,230.77,145.0,85.77,Partner,Debit Card,
ORD-00418,2025-01-22,C1277,Consumer,East,Quebec City,Furniture,Office Chair,3,331.94,0.1,896.24,555.0,341.24,Online,Debit Card,
ORD-00419,2025-07-11,C1035,Consumer,East,Quebec City,Furniture,Office Chair,3,331.79,0.15,846.06,555.0,291.06,Retail Store,Bank Transfer,4
ORD-00420,2025-10-30,C1317,Small Business,Central,Winnipeg,Furniture,Office Chair,2,342.63,0.1,616.73,370.0,246.73,Retail Store,Debit Card,5
ORD-00421,2025-11-25,C1165,Consumer,East,Montreal,Accessories,USB-C Hub,5,77.22,0.1,347.49,155.0,192.49,Retail Store,PayPal,5
ORD-00422,2025-04-24,C1098,Corporate,West,Calgary,Electronics,Monitor,1,240.17,0,240.17,145.0,95.17,Online,Credit Card,4
ORD-00423,2026-02-02,C1006,Small Business,East,Quebec City,Accessories,USB-C Hub,3,81.73,0,245.19,93.0,152.19,Online,Bank Transfer,4
ORD-00424,2025-03-23,C1029,Small Business,Central,Winnipeg,Electronics,Laptop,2,926.47,0.15,1575.0,1240.0,335.0,Partner,Credit Card,5
ORD-00425,2025-03-14,C1269,Consumer,Central,Toronto,Accessories,Mouse,8,38.75,0.05,294.5,112.0,182.5,Retail Store,Debit Card,4
ORD-00426,2026-03-02,C1092,Consumer,East,Montreal,Electronics,Printer,2,193.33,0.15,328.66,224.0,104.66,Retail Store,PayPal,5
ORD-00427,2025-06-11,C1211,Corporate,East,Halifax,Electronics,Webcam,8,124.13,0.2,794.43,440.0,354.43,Retail Store,PayPal,5
ORD-00428,2025-09-04,C1203,Small Business,East,Halifax,Accessories,Mouse,2,39.8,0,79.6,28.0,51.6,Retail Store,Credit Card,3
ORD-00429,2025-10-19,C1161,Corporate,East,Montreal,Accessories,USB-C Hub,1,77.71,0.2,62.17,31.0,31.17,Online,PayPal,3
ORD-00430,2026-06-08,C1298,Consumer,East,Halifax,Electronics,Printer,1,197.33,0,197.33,112.0,85.33,Online,Debit Card,4
ORD-00431,2025-09-20,C1088,Corporate,Central,Toronto,Electronics,Printer,2,205.85,0.1,370.53,224.0,146.53,Retail Store,Credit Card,
ORD-00432,2025-11-04,C1213,Small Business,West,Calgary,Electronics,Printer,3,207.59,0,622.77,336.0,286.77,Partner,Debit Card,4
ORD-00433,2025-01-12,C1357,Consumer,East,Halifax,Furniture,Standing Desk,1,540.47,0.05,513.45,330.0,183.45,Online,Debit Card,4
ORD-00434,2025-02-21,C1402,Small Business,East,Halifax,Furniture,Standing Desk,10,546.25,0,5462.5,3300.0,2162.5,Retail Store,Debit Card,5
ORD-00435,2025-05-16,C1396,Consumer,Central,Toronto,Electronics,Webcam,2,120.01,0,240.02,110.0,130.02,Online,Debit Card,4
ORD-00436,2026-05-08,C1124,Small Business,East,Montreal,Electronics,Webcam,2,120.28,0.2,192.45,110.0,82.45,Retail Store,PayPal,4
ORD-00437,2026-03-17,C1304,Small Business,Central,Winnipeg,Electronics,Printer,1,196.4,0,196.4,112.0,84.4,Online,PayPal,3
ORD-00438,2025-06-23,C1079,Consumer,Central,Winnipeg,Electronics,Webcam,3,122.21,0,366.63,165.0,201.63,Partner,Credit Card,4
ORD-00439,2025-02-25,C1230,Corporate,West,Calgary,Accessories,Keyboard,5,67.27,0.1,302.71,140.0,162.71,Online,Credit Card,
ORD-00440,2025-12-06,C1355,Consumer,West,Calgary,Accessories,USB-C Hub,1,80.97,0.05,76.92,31.0,45.92,Retail Store,Bank Transfer,3
ORD-00441,2026-06-24,C1004,Consumer,West,Victoria,Accessories,Keyboard,1,69.74,0,69.74,28.0,41.74,Retail Store,Bank Transfer,4
ORD-00442,2025-10-05,C1194,Consumer,East,Halifax,Furniture,Office Chair,5,321.12,0.1,1445.04,925.0,520.04,Partner,PayPal,4
ORD-00443,2026-05-12,C1126,Consumer,East,Halifax,Electronics,Monitor,1,238.03,0.15,202.33,145.0,57.33,Online,PayPal,5
ORD-00444,2026-05-17,C1256,Small Business,Central,Winnipeg,Accessories,Keyboard,1,73.46,0,73.46,28.0,45.46,Online,Credit Card,5
ORD-00445,2025-09-21,C1373,Consumer,Central,Toronto,Accessories,USB-C Hub,8,77.09,0,616.72,248.0,368.72,Online,Debit Card,5
ORD-00446,2026-03-04,C1334,Consumer,West,Calgary,Accessories,Keyboard,2,67.41,0.05,128.08,56.0,72.08,Retail Store,Debit Card,4
ORD-00447,2025-05-22,C1289,Consumer,Central,Winnipeg,Accessories,USB-C Hub,6,81.24,0.1,438.7,186.0,252.7,Partner,PayPal,4
ORD-00448,2025-03-11,C1211,Corporate,East,Halifax,Electronics,Monitor,1,245.46,0,245.46,145.0,100.46,Online,PayPal,5
ORD-00449,2026-03-30,C1315,Consumer,East,Halifax,Accessories,Headset,1,94.36,0,94.36,38.0,56.36,Online,Debit Card,5
ORD-00450,2025-08-26,C1364,Small Business,West,Calgary,Electronics,Laptop,2,909.41,0.05,1727.88,1240.0,487.88,Online,Debit Card,5
ORD-00451,2026-02-01,C1211,Consumer,Central,Ottawa,Accessories,Keyboard,1,72.97,0.2,58.38,28.0,30.38,Online,Debit Card,4
ORD-00452,2025-07-29,C1207,Consumer,West,Vancouver,Electronics,Webcam,5,116.95,0.05,555.51,275.0,280.51,Online,Bank Transfer,3
ORD-00453,2025-11-17,C1233,Consumer,Central,Winnipeg,Electronics,Printer,3,200.4,0.1,541.08,336.0,205.08,Partner,Debit Card,3
ORD-00454,2026-06-16,C1203,Consumer,East,Quebec City,Electronics,Laptop,2,881.2,0,1762.4,1240.0,522.4,Retail Store,PayPal,5
ORD-00455,2026-04-18,C1231,Consumer,West,Victoria,Accessories,Headset,3,92.96,0,278.88,114.0,164.88,Retail Store,Credit Card,4
ORD-00456,2025-07-04,C1364,Consumer,East,Halifax,Accessories,USB-C Hub,1,80.71,0,80.71,31.0,49.71,Online,Bank Transfer,4
ORD-00457,2025-04-03,C1268,Consumer,Central,Ottawa,Accessories,Keyboard,3,69.03,0.05,196.74,84.0,112.74,Online,Debit Card,5
ORD-00458,2026-01-23,C1444,Corporate,East,Quebec City,Electronics,Laptop,4,868.5,0.1,3126.6,2480.0,646.6,Retail Store,Debit Card,4
ORD-00459,2025-02-22,C1103,Corporate,Central,Ottawa,Accessories,Headset,3,93.58,0,280.74,114.0,166.74,Online,PayPal,3
ORD-00460,2025-01-13,C1243,Consumer,Central,Ottawa,Electronics,Webcam,2,121.06,0,242.12,110.0,132.12,Partner,Bank Transfer,
ORD-00461,2026-03-29,C1106,Corporate,West,Calgary,Electronics,Printer,1,206.39,0.1,185.75,112.0,73.75,Online,Debit Card,3
ORD-00462,2025-06-01,C1044,Corporate,West,Calgary,Furniture,Office Chair,1,323.34,0.15,274.84,185.0,89.84,Retail Store,Credit Card,3
ORD-00463,2026-03-03,C1233,Small Business,West,Vancouver,Accessories,Headset,3,87.09,0.1,235.14,114.0,121.14,Retail Store,Credit Card,5
ORD-00464,2025-04-06,C1241,Corporate,Central,Ottawa,Furniture,Office Chair,6,315.63,0.15,1609.71,1110.0,499.71,Retail Store,Credit Card,4
ORD-00465,2025-10-09,C1322,Small Business,Central,Winnipeg,Furniture,Standing Desk,2,562.62,0,1125.24,660.0,465.24,Retail Store,Bank Transfer,4
ORD-00466,2025-10-22,C1254,Small Business,Central,Winnipeg,Furniture,Office Chair,1,333.76,0.15,283.7,185.0,98.7,Retail Store,Bank Transfer,
ORD-00467,2025-07-04,C1434,Consumer,East,Montreal,Accessories,Headset,10,86.55,0.1,778.95,380.0,398.95,Online,Bank Transfer,4
ORD-00468,2026-02-28,C1404,Small Business,West,Victoria,Furniture,Office Chair,2,322.78,0,645.56,370.0,275.56,Online,PayPal,4
ORD-00469,2025-11-04,C1426,Consumer,East,Halifax,Furniture,Office Chair,4,332.26,0,1329.04,740.0,589.04,Online,Debit Card,4
ORD-00470,2025-12-05,C1171,Small Business,Central,Winnipeg,Electronics,Webcam,8,121.52,0.05,923.55,440.0,483.55,Retail Store,Bank Transfer,
ORD-00471,2025-02-27,C1409,Consumer,East,Quebec City,Electronics,Printer,3,203.7,0,611.1,336.0,275.1,Retail Store,Credit Card,5
ORD-00472,2025-06-02,C1304,Small Business,Central,Toronto,Furniture,Office Chair,10,326.35,0.05,3100.32,1850.0,1250.32,Retail Store,PayPal,4
ORD-00473,2025-11-19,C1268,Consumer,East,Montreal,Accessories,Headset,2,94.05,0.05,178.69,76.0,102.69,Online,Debit Card,5
ORD-00474,2025-04-25,C1097,Consumer,Central,Toronto,Accessories,Mouse,6,39.99,0.05,227.94,84.0,143.94,Online,Bank Transfer,5
ORD-00475,2026-06-21,C1105,Consumer,Central,Ottawa,Accessories,Keyboard,4,73.44,0.05,279.07,112.0,167.07,Partner,Bank Transfer,3
ORD-00476,2026-02-01,C1239,Corporate,East,Halifax,Electronics,Monitor,1,239.67,0.05,227.69,145.0,82.69,Retail Store,Credit Card,3
ORD-00477,2026-06-18,C1146,Small Business,East,Halifax,Accessories,Headset,1,87.3,0,87.3,38.0,49.3,Retail Store,PayPal,5
ORD-00478,2026-03-28,C1105,Consumer,East,Montreal,Accessories,Headset,1,90.12,0.1,81.11,38.0,43.11,Online,PayPal,5
ORD-00479,2025-10-05,C1025,Consumer,West,Calgary,Accessories,Headset,2,90.36,0.15,153.61,76.0,77.61,Online,Credit Card,4
ORD-00480,2026-04-28,C1322,Consumer,East,Montreal,Electronics,Monitor,2,259.77,0.1,467.59,290.0,177.59,Online,PayPal,
ORD-00481,2025-11-16,C1239,Corporate,Central,Toronto,Accessories,USB-C Hub,3,76.73,0.05,218.68,93.0,125.68,Retail Store,Bank Transfer,4
ORD-00482,2025-11-14,C1200,Corporate,East,Halifax,Electronics,Webcam,3,117.09,0.15,298.58,165.0,133.58,Online,PayPal,4
ORD-00483,2025-11-29,C1309,Consumer,Central,Ottawa,Electronics,Laptop,2,880.39,0.15,1496.66,1240.0,256.66,Online,Credit Card,4
ORD-00484,2026-02-20,C1122,Consumer,East,Montreal,Furniture,Office Chair,2,332.98,0.05,632.66,370.0,262.66,Online,Debit Card,4
ORD-00485,2026-05-09,C1175,Small Business,Central,Toronto,Furniture,Office Chair,1,332.21,0.2,265.77,185.0,80.77,Online,Debit Card,4
ORD-00486,2025-03-21,C1227,Consumer,East,Halifax,Electronics,Printer,5,191.94,0,959.7,560.0,399.7,Retail Store,PayPal,4
ORD-00487,2026-02-20,C1031,Small Business,West,Calgary,Electronics,Monitor,3,253.61,0,760.83,435.0,325.83,Retail Store,Debit Card,4
ORD-00488,2025-05-23,C1228,Small Business,East,Halifax,Electronics,Laptop,4,910.39,0,3641.56,2480.0,1161.56,Online,Debit Card,4
ORD-00489,2025-11-21,C1004,Corporate,Central,Winnipeg,Accessories,Headset,8,94.4,0.15,641.92,304.0,337.92,Retail Store,Debit Card,5
ORD-00490,2025-10-29,C1144,Consumer,West,Victoria,Accessories,USB-C Hub,8,76.87,0.2,491.97,248.0,243.97,Retail Store,Debit Card,3
ORD-00491,2026-03-19,C1088,Small Business,East,Halifax,Furniture,Standing Desk,3,534.11,0.05,1522.21,990.0,532.21,Online,Debit Card,
ORD-00492,2025-07-12,C1036,Consumer,East,Quebec City,Furniture,Office Chair,5,317.92,0.1,1430.64,925.0,505.64,Partner,Debit Card,3
ORD-00493,2026-05-14,C1309,Small Business,East,Quebec City,Accessories,Keyboard,1,72.01,0.05,68.41,28.0,40.41,Online,Debit Card,5
ORD-00494,2026-04-11,C1255,Consumer,East,Quebec City,Accessories,USB-C Hub,4,76.05,0.05,288.99,124.0,164.99,Online,PayPal,4
ORD-00495,2026-02-25,C1353,Consumer,East,Halifax,Furniture,Office Chair,1,332.64,0,332.64,185.0,147.64,Online,Debit Card,4
ORD-00496,2026-06-24,C1342,Corporate,Central,Ottawa,Accessories,USB-C Hub,1,81.92,0.05,77.82,31.0,46.82,Online,PayPal,4
ORD-00497,2025-02-24,C1408,Consumer,Central,Winnipeg,Electronics,Laptop,2,892.88,0.1,1607.18,1240.0,367.18,Online,PayPal,5
ORD-00498,2025-06-21,C1086,Small Business,West,Calgary,Electronics,Printer,3,199.45,0,598.35,336.0,262.35,Retail Store,PayPal,3
ORD-00499,2025-01-28,C1140,Consumer,Central,Ottawa,Electronics,Monitor,1,252.88,0,252.88,145.0,107.88,Retail Store,Credit Card,5
ORD-00500,2025-04-25,C1120,Small Business,East,Montreal,Electronics,Printer,3,205.64,0,616.92,336.0,280.92,Online,Debit Card,
ORD-00501,2026-06-25,C1211,Small Business,West,Victoria,Electronics,Monitor,8,256.31,0.15,1742.91,1160.0,582.91,Retail Store,Debit Card,5
ORD-00502,2026-03-27,C1059,Small Business,East,Halifax,Accessories,Keyboard,1,71.78,0.1,64.6,28.0,36.6,Online,Debit Card,3
ORD-00503,2026-04-21,C1199,Corporate,Central,Ottawa,Accessories,Headset,2,91.64,0,183.28,76.0,107.28,Partner,PayPal,
ORD-00504,2025-05-29,C1021,Small Business,East,Quebec City,Electronics,Laptop,1,902.71,0,902.71,620.0,282.71,Online,PayPal,4
ORD-00505,2026-03-19,C1395,Consumer,East,Halifax,Accessories,Headset,1,89.01,0.1,80.11,38.0,42.11,Online,Debit Card,4
ORD-00506,2026-06-17,C1268,Consumer,Central,Winnipeg,Accessories,Keyboard,1,69.37,0,69.37,28.0,41.37,Online,Bank Transfer,4
ORD-00507,2025-12-26,C1306,Consumer,West,Calgary,Accessories,Headset,1,90.84,0,90.84,38.0,52.84,Retail Store,Credit Card,4
ORD-00508,2025-03-30,C1356,Corporate,East,Montreal,Furniture,Standing Desk,3,571.77,0.2,1372.25,990.0,382.25,Retail Store,PayPal,4
ORD-00509,2025-10-29,C1394,Corporate,Central,Winnipeg,Electronics,Monitor,3,260.07,0.05,741.2,435.0,306.2,Online,PayPal,5
ORD-00510,2025-06-15,C1225,Consumer,West,Victoria,Electronics,Laptop,2,878.81,0.2,1406.1,1240.0,166.1,Online,Bank Transfer,4
ORD-00511,2025-07-25,C1054,Consumer,East,Quebec City,Accessories,Keyboard,3,70.79,0.05,201.75,84.0,117.75,Retail Store,PayPal,
ORD-00512,2025-04-16,C1327,Consumer,West,Vancouver,Electronics,Monitor,2,241.21,0.15,410.06,290.0,120.06,Online,Credit Card,3
ORD-00513,2026-02-04,C1223,Small Business,Central,Toronto,Furniture,Office Chair,6,329.68,0.15,1681.37,1110.0,571.37,Retail Store,Credit Card,5
ORD-00514,2025-08-20,C1028,Consumer,West,Victoria,Electronics,Webcam,1,117.62,0,117.62,55.0,62.62,Partner,PayPal,4
ORD-00515,2025-12-15,C1199,Consumer,West,Victoria,Accessories,Headset,5,87.21,0,436.05,190.0,246.05,Online,PayPal,4
ORD-00516,2026-05-14,C1250,Consumer,West,Calgary,Electronics,Webcam,3,121.11,0.1,327.0,165.0,162.0,Online,Credit Card,5
ORD-00517,2025-11-12,C1060,Consumer,Central,Winnipeg,Electronics,Webcam,9,122.64,0,1103.76,495.0,608.76,Online,Bank Transfer,4
ORD-00518,2025-06-02,C1316,Consumer,East,Halifax,Accessories,Mouse,6,39.87,0.1,215.3,84.0,131.3,Online,Debit Card,3
ORD-00519,2025-05-14,C1032,Corporate,West,Vancouver,Electronics,Laptop,6,930.17,0.05,5301.97,3720.0,1581.97,Online,Credit Card,4
ORD-00520,2026-05-25,C1205,Consumer,East,Halifax,Accessories,Mouse,1,40.94,0.15,34.8,14.0,20.8,Online,Credit Card,5
ORD-00521,2025-05-21,C1356,Consumer,Central,Toronto,Electronics,Laptop,2,892.35,0,1784.7,1240.0,544.7,Online,Debit Card,5
ORD-00522,2026-03-26,C1450,Small Business,West,Calgary,Electronics,Laptop,1,869.19,0,869.19,620.0,249.19,Retail Store,Credit Card,
ORD-00523,2025-01-07,C1243,Small Business,West,Vancouver,Electronics,Monitor,3,257.3,0.1,694.71,435.0,259.71,Online,Debit Card,4
ORD-00524,2025-05-27,C1367,Consumer,East,Quebec City,Accessories,USB-C Hub,2,80.76,0.1,145.37,62.0,83.37,Online,Credit Card,
ORD-00525,2025-11-05,C1259,Consumer,Central,Ottawa,Electronics,Laptop,4,910.69,0.2,2914.21,2480.0,434.21,Partner,Bank Transfer,4
ORD-00526,2025-08-02,C1081,Consumer,Central,Toronto,Accessories,Mouse,1,39.98,0.15,33.98,14.0,19.98,Retail Store,Credit Card,3
ORD-00527,2026-01-08,C1026,Small Business,Central,Toronto,Furniture,Standing Desk,1,528.23,0.05,501.82,330.0,171.82,Partner,Debit Card,4
ORD-00528,2025-01-30,C1382,Consumer,Central,Winnipeg,Electronics,Monitor,1,247.97,0.05,235.57,145.0,90.57,Online,Debit Card,5
ORD-00529,2025-04-23,C1299,Consumer,Central,Toronto,Electronics,Monitor,1,239.33,0.15,203.43,145.0,58.43,Online,Credit Card,
ORD-00530,2026-03-23,C1138,Consumer,West,Vancouver,Electronics,Printer,2,202.63,0.1,364.73,224.0,140.73,Online,PayPal,4
ORD-00531,2025-05-11,C1175,Consumer,West,Calgary,Electronics,Printer,1,193.41,0.05,183.74,112.0,71.74,Partner,PayPal,4
ORD-00532,2025-06-10,C1441,Small Business,East,Halifax,Accessories,Keyboard,2,70.14,0.05,133.27,56.0,77.27,Online,Bank Transfer,4
ORD-00533,2026-04-19,C1302,Consumer,Central, Toronto,Furniture,Standing Desk,3,571.54,0.05,1628.89,990.0,638.89,Online,Credit Card,4
ORD-00534,2026-03-04,C1356,Consumer,West,Vancouver,Electronics,Webcam,3,123.71,0,371.13,165.0,206.13,Online,Bank Transfer,4
ORD-00535,2026-05-23,C1122,Small Business,West,Vancouver,Accessories,USB-C Hub,4,78.86,0,315.44,124.0,191.44,Online,Credit Card,4
ORD-00536,2026-05-07,C1395,Corporate,East,Quebec City,Accessories,Keyboard,3,69.67,0,209.01,84.0,125.01,Retail Store,Bank Transfer,4
ORD-00537,2025-07-09,C1271,Consumer,Central,Winnipeg,Electronics,Webcam,3,122.28,0,366.84,165.0,201.84,Retail Store,PayPal,3
ORD-00538,2026-03-13,C1376,Small Business,Central,Winnipeg,Electronics,Printer,2,207.61,0,415.22,224.0,191.22,Retail Store,PayPal,3
ORD-00539,2025-02-22,C1287,Consumer,West,Victoria,Furniture,Office Chair,2,336.75,0.1,606.15,370.0,236.15,Online,Debit Card,4
ORD-00540,2025-12-09,C1389,Small Business,West,Calgary,Electronics,Monitor,5,255.06,0.15,1084.0,725.0,359.0,Retail Store,PayPal,4
ORD-00541,2025-12-28,C1240,Consumer,Central,Winnipeg,Furniture,Standing Desk,1,551.46,0.05,523.89,330.0,193.89,Online,Bank Transfer,5
ORD-00542,2026-01-12,C1039,Corporate,East,Halifax,Electronics,Monitor,1,241.96,0,241.96,145.0,96.96,Online,Debit Card,4
ORD-00543,2025-10-10,C1349,Corporate,West,Calgary,Accessories,Keyboard,2,68.54,0.1,123.37,56.0,67.37,Retail Store,Bank Transfer,4
ORD-00544,2025-12-22,C1171,Consumer,Central,Ottawa,Electronics,Laptop,3,940.26,0,2820.78,1860.0,960.78,Partner,PayPal,5
ORD-00545,2025-12-01,C1404,Consumer,Central,Winnipeg,Accessories,USB-C Hub,5,82.3,0,411.5,155.0,256.5,Online,Debit Card,5
ORD-00546,2026-05-11,C1274,Consumer,Central,Ottawa,Electronics,Laptop,1,869.46,0.05,825.99,620.0,205.99,Partner,Debit Card,5
ORD-00547,2025-06-29,C1189,Consumer,East,Halifax,Accessories,Keyboard,1,69.58,0.05,66.1,28.0,38.1,Partner,Debit Card,4
ORD-00548,2025-02-05,C1012,Consumer,East,Quebec City,Furniture,Office Chair,1,317.5,0.05,301.62,185.0,116.62,Partner,Bank Transfer,5
ORD-00549,2025-05-29,C1242,Small Business,Central,Ottawa,Accessories,Keyboard,1,71.43,0,71.43,28.0,43.43,Partner,Debit Card,5
ORD-00550,2026-03-29,C1205,Corporate,Central,Winnipeg,Electronics,Monitor,3,245.19,0.05,698.79,435.0,263.79,Online,Bank Transfer,4
ORD-00551,2026-01-01,C1100,Consumer,West,Victoria,Electronics,Laptop,3,924.03,0.1,2494.88,1860.0,634.88,Retail Store,Credit Card,3
ORD-00552,2026-04-02,C1028,Consumer,East,Halifax,Electronics,Monitor,10,250.28,0.05,2377.66,1450.0,927.66,Online,Bank Transfer,5
ORD-00553,2025-06-01,C1287,Consumer,East,Quebec City,Furniture,Office Chair,2,328.19,0,656.38,370.0,286.38,Online,Debit Card,4
ORD-00554,2026-03-31,C1071,Corporate,East,Quebec City,Electronics,Webcam,1,124.75,0.05,118.51,55.0,63.51,Partner,Debit Card,4
ORD-00555,2025-08-01,C1209,Consumer,Central,Ottawa,Accessories,USB-C Hub,10,76.7,0.1,690.3,310.0,380.3,Partner,Bank Transfer,5
ORD-00556,2025-06-29,C1021,Consumer,East,Quebec City,Electronics,Printer,4,201.07,0,804.28,448.0,356.28,Online,PayPal,5
ORD-00557,2026-05-21,C1325,Small Business,East,Halifax,Electronics,Webcam,1,121.68,0,121.68,55.0,66.68,Online,Credit Card,
ORD-00558,2025-10-22,C1034,Small Business,Central,Toronto,Electronics,Webcam,6,119.91,0.1,647.51,330.0,317.51,Online,Bank Transfer,5
ORD-00559,2026-03-23,C1132,Corporate,Central,Winnipeg,Electronics,Webcam,10,114.2,0.1,1027.8,550.0,477.8,Online,Credit Card,4
ORD-00560,2025-05-30,C1024,Consumer,Central,Ottawa,Accessories,Keyboard,2,73.18,0.1,131.72,56.0,75.72,Online,PayPal,5
